Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,
2018,1,1,15,15,10.8,0,0,0,2.1,0,0,0,54.75,93.08,0.26,996,0.7000000000000001,N/A
2018,1,1,15,30,10.600000000000001,0,0,0,2.1,0,0,0,55.49,95.73,0.27,996,0.8,N/A
2018,1,1,15,45,10.5,0,0,0,2.2,0,0,0,56.43,98.43,0.29,996,0.8,N/A
2018,1,1,16,0,10.4,0,0,0,2.2,0,0,0,56.800000000000004,101.18,0.3,996,0.9,N/A
2018,1,1,16,15,10.200000000000001,0,0,0,2.2,0,0,0,57.56,103.96000000000001,0.31,996,1,N/A
2018,1,1,16,30,10,0,0,0,2.2,0,0,0,58.34,106.78,0.33,996,1.1,N/A
2018,1,1,16,45,9.700000000000001,0,0,0,2.6,0,0,0,61.26,109.62,0.34,996,1.2000000000000002,N/A
2018,1,1,17,0,9.5,0,0,0,2.6,0,0,0,62.09,112.49000000000001,0.35000000000000003,996,1.3,N/A
2018,1,1,17,15,9.3,0,0,0,2.6,0,0,0,62.93,115.39,0.37,996,1.3,N/A
2018,1,1,17,30,9.200000000000001,0,0,0,2.6,0,0,0,63.35,118.3,0.38,996,1.4000000000000001,N/A
2018,1,1,17,45,9,0,0,0,2.8000000000000003,0,0,0,65.19,121.23,0.39,996,1.5,N/A
2018,1,1,18,0,8.9,0,0,0,2.8000000000000003,0,0,0,65.63,124.17,0.41000000000000003,996,1.5,N/A
2018,1,1,18,15,8.700000000000001,0,0,0,2.8000000000000003,0,0,0,66.45,127.12,0.42,995,1.6,N/A
2018,1,1,18,30,8.6,0,0,0,2.8000000000000003,0,0,0,66.9,130.07,0.43,995,1.6,N/A
2018,1,1,18,45,8.4,0,0,0,3,0,0,0,68.64,133.02,0.44,995,1.7000000000000002,N/A
2018,1,1,19,0,8.3,0,0,0,3,0,0,0,69.10000000000001,135.97,0.46,995,1.7000000000000002,N/A
2018,1,1,19,15,8.200000000000001,0,0,0,3,0,0,0,69.57000000000001,138.89000000000001,0.47000000000000003,995,1.8,N/A
2018,1,1,19,30,8,0,0,0,3,0,0,0,70.52,141.8,0.48,995,1.8,N/A
2018,1,1,19,45,7.9,0,0,0,3.2,0,0,0,71.95,144.68,0.49,995,1.8,N/A
2018,1,1,20,0,7.800000000000001,0,0,0,3.2,0,0,0,72.44,147.52,0.51,995,1.9000000000000001,N/A
2018,1,1,20,15,7.7,0,0,0,3.2,0,0,0,72.94,150.29,0.52,995,1.9000000000000001,N/A
2018,1,1,20,30,7.5,0,0,0,3.2,0,0,0,73.94,152.99,0.53,995,1.9000000000000001,N/A
2018,1,1,20,45,7.4,0,0,0,3.3000000000000003,0,0,0,75.22,155.57,0.54,995,2,N/A
2018,1,1,21,0,7.300000000000001,0,0,0,3.3000000000000003,0,0,0,75.74,157.99,0.55,995,2,N/A
2018,1,1,21,15,7.2,0,0,0,3.3000000000000003,0,0,0,76.25,160.20000000000002,0.56,995,2,N/A
2018,1,1,21,30,7.1000000000000005,0,0,0,3.3000000000000003,0,0,0,76.7,162.1,0.56,994,2,N/A
2018,1,1,21,45,7,0,0,0,3.4000000000000004,0,0,0,77.81,163.6,0.5700000000000001,994,2.1,N/A
2018,1,1,22,0,6.9,0,0,0,3.4000000000000004,0,0,0,78.34,164.56,0.58,994,2.1,N/A
2018,1,1,22,15,6.800000000000001,0,0,0,3.4000000000000004,0,0,0,78.88,164.89000000000001,0.58,994,2.1,N/A
2018,1,1,22,30,6.7,0,0,0,3.4000000000000004,0,0,0,79.42,164.55,0.58,994,2.2,N/A
2018,1,1,22,45,6.6000000000000005,0,0,0,3.5,0,0,0,80.81,163.57,0.58,994,2.2,N/A
2018,1,1,23,0,6.6000000000000005,0,0,0,3.5,0,0,0,80.81,162.07,0.58,994,2.2,N/A
2018,1,1,23,15,6.6000000000000005,0,0,0,3.5,0,0,0,80.81,160.16,0.58,994,2.2,N/A
2018,1,1,23,30,6.6000000000000005,0,0,0,3.5,0,0,0,80.81,157.95000000000002,0.5700000000000001,994,2.2,N/A
2018,1,1,23,45,6.6000000000000005,0,0,0,3.5,0,0,0,80.81,155.52,0.5700000000000001,994,2.2,N/A
2018,1,2,0,0,6.5,0,0,0,3.8000000000000003,0,0,0,82.95,152.94,0.56,993,2.3000000000000003,N/A
2018,1,2,0,15,6.5,0,0,0,3.8000000000000003,0,0,0,82.95,150.24,0.55,993,2.3000000000000003,N/A
2018,1,2,0,30,6.5,0,0,0,3.8000000000000003,0,0,0,82.95,147.46,0.54,993,2.4000000000000004,N/A
2018,1,2,0,45,6.6000000000000005,0,0,0,4.3,0,0,0,85.43,144.63,0.53,993,2.4000000000000004,N/A
2018,1,2,1,0,6.6000000000000005,0,0,0,4.3,0,0,0,85.43,141.75,0.52,993,2.4000000000000004,N/A
2018,1,2,1,15,6.6000000000000005,0,0,0,4.3,0,0,0,85.43,138.84,0.51,993,2.4000000000000004,N/A
2018,1,2,1,30,6.7,0,0,0,4.3,0,0,0,84.85000000000001,135.91,0.5,993,2.4000000000000004,N/A
2018,1,2,1,45,6.7,0,0,0,5,0,0,0,88.87,132.96,0.49,993,2.4000000000000004,N/A
2018,1,2,2,0,6.7,0,0,0,5,0,0,0,88.78,130.01,0.48,992,2.5,N/A
2018,1,2,2,15,6.800000000000001,0,0,0,5,0,0,0,88.18,127.06,0.46,992,2.5,N/A
2018,1,2,2,30,6.9,0,0,0,5,0,0,0,87.57000000000001,124.11,0.45,992,2.5,N/A
2018,1,2,2,45,7,0,0,0,5.7,0,0,0,91.25,121.17,0.44,992,2.5,N/A
2018,1,2,3,0,7,0,0,0,5.7,0,0,0,91.25,118.24000000000001,0.43,992,2.5,N/A
2018,1,2,3,15,7.300000000000001,0,0,0,5.7,0,0,0,89.4,115.33,0.41000000000000003,992,2.5,N/A
2018,1,2,3,30,7.5,0,0,0,5.7,0,0,0,88.19,112.43,0.4,992,2.6,N/A
2018,1,2,3,45,7.800000000000001,0,0,0,6.6000000000000005,0,0,0,92.34,109.56,0.39,992,2.6,N/A
2018,1,2,4,0,8,0,0,0,6.6000000000000005,0,0,0,91.09,106.71000000000001,0.37,992,2.6,N/A
2018,1,2,4,15,8.200000000000001,0,0,0,6.6000000000000005,0,0,0,89.87,103.89,0.36,992,2.7,N/A
2018,1,2,4,30,8.5,0,0,0,6.6000000000000005,0,0,0,88.06,101.11,0.34,992,2.7,N/A
2018,1,2,4,45,8.700000000000001,0,0,0,7.7,0,0,0,93.3,98.36,0.33,992,2.8000000000000003,N/A
2018,1,2,5,0,9,0,0,0,7.7,0,0,0,91.43,95.66,0.32,992,2.8000000000000003,N/A
2018,1,2,5,15,9.4,0,0,0,7.7,0,0,0,89.01,93,0.31,992,2.9000000000000004,N/A
2018,1,2,5,30,9.8,0,0,0,7.7,0,0,0,86.66,89.86,0.29,992,3,N/A
2018,1,2,5,45,10.200000000000001,19,126,25,8.9,3,0,3,91.82000000000001,87.58,0.28,992,3,N/A
2018,1,2,6,0,10.600000000000001,33,254,54,8.9,5,0,5,89.31,85.2,0.27,991,3.1,N/A
2018,1,2,6,15,11,44,361,89,8.9,6,0,6,86.98,82.84,0.25,991,3.2,N/A
2018,1,2,6,30,11.4,53,447,126,8.9,6,0,6,84.71000000000001,80.53,0.24,991,3.3000000000000003,N/A
2018,1,2,6,45,11.8,61,511,164,10.100000000000001,7,0,7,89.47,78.3,0.23,991,3.5,N/A
2018,1,2,7,0,12.200000000000001,67,567,203,10.100000000000001,9,0,9,87.15,76.16,0.21,991,3.6,N/A
2018,1,2,7,15,12.4,73,612,241,10.100000000000001,17,0,17,86.01,74.11,0.2,991,3.6,N/A
2018,1,2,7,30,12.700000000000001,78,650,277,10.100000000000001,32,0,32,84.34,72.17,0.19,991,3.7,N/A
2018,1,2,7,45,13,79,693,312,10.9,12,0,12,87.07000000000001,70.36,0.17,991,3.8000000000000003,N/A
2018,1,2,8,0,13.3,82,719,344,10.9,16,0,16,85.38,68.67,0.16,991,3.8000000000000003,N/A
2018,1,2,8,15,13.5,85,737,372,10.9,24,0,24,84.28,67.12,0.15,991,3.9000000000000004,N/A
2018,1,2,8,30,13.700000000000001,88,755,398,10.9,42,0,42,83.2,65.72,0.13,991,3.9000000000000004,N/A
2018,1,2,8,45,14,94,756,419,11.3,18,0,18,83.9,64.49,0.12,991,3.9000000000000004,N/A
2018,1,2,9,0,14.200000000000001,96,768,439,11.3,33,0,33,82.82000000000001,63.42,0.11,991,4,N/A
2018,1,2,9,15,14.3,97,777,456,11.3,26,0,26,82.29,62.53,0.1,991,3.9000000000000004,N/A
2018,1,2,9,30,14.4,98,785,468,11.3,39,0,39,81.76,61.84,0.09,991,3.9000000000000004,N/A
2018,1,2,9,45,14.5,97,792,477,11.3,69,0,69,81.17,61.33,0.08,990,3.9000000000000004,N/A
2018,1,2,10,0,14.600000000000001,97,795,483,11.3,22,0,22,80.65,61.02,0.07,990,3.9000000000000004,N/A
2018,1,2,10,15,14.700000000000001,98,796,485,11.3,83,0,83,80.13,60.92,0.06,990,3.8000000000000003,N/A
2018,1,2,10,30,14.700000000000001,98,798,484,11.3,100,0,100,80.13,61.02,0.06,990,3.7,N/A
2018,1,2,10,45,14.700000000000001,94,804,480,11.200000000000001,169,9,174,79.74,61.32,0.06,990,3.6,N/A
2018,1,2,11,0,14.8,93,799,471,11.200000000000001,117,0,117,79.23,61.82,0.06,990,3.6,N/A
2018,1,2,11,15,14.8,92,792,458,11.200000000000001,184,34,200,79.23,62.51,0.07,990,3.4000000000000004,N/A
2018,1,2,11,30,14.700000000000001,91,783,442,11.200000000000001,171,22,180,79.74,63.4,0.07,990,3.3000000000000003,N/A
2018,1,2,11,45,14.700000000000001,109,703,412,11.3,185,84,221,80.13,64.46000000000001,0.08,990,3.2,N/A
2018,1,2,12,0,14.700000000000001,106,687,389,11.3,123,0,123,80.05,65.69,0.09,989,3.1,N/A
2018,1,2,12,15,14.600000000000001,103,667,363,11.3,114,0,114,80.56,67.08,0.1,989,2.9000000000000004,N/A
2018,1,2,12,30,14.5,100,643,334,11.3,85,0,85,81.08,68.63,0.11,989,2.7,N/A
2018,1,2,12,45,14.4,91,635,305,11.5,128,24,136,82.61,70.31,0.13,989,2.6,N/A
2018,1,2,13,0,14.200000000000001,86,601,271,11.5,51,0,51,83.69,72.13,0.14,989,2.4000000000000004,N/A
2018,1,2,13,15,13.9,81,561,235,11.5,97,2,98,85.32000000000001,74.06,0.15,989,2.3000000000000003,N/A
2018,1,2,13,30,13.600000000000001,75,513,198,11.5,81,0,81,87,76.10000000000001,0.16,989,2.2,N/A
2018,1,2,13,45,13.3,64,481,162,11,65,0,65,86.19,78.25,0.18,989,2.1,N/A
2018,1,2,14,0,13,56,410,123,11,50,0,50,87.88,80.48,0.19,989,2,N/A
2018,1,2,14,15,12.8,46,322,86,11,36,0,36,89.04,82.78,0.2,989,2,N/A
2018,1,2,14,30,12.5,34,214,52,11,23,0,23,90.8,85.15,0.22,989,2.1,N/A
2018,1,2,14,45,12.3,20,100,24,10.600000000000001,11,0,11,89.29,87.53,0.23,989,2.1,N/A
2018,1,2,15,0,12.100000000000001,0,0,0,10.600000000000001,0,0,0,90.46000000000001,89.81,0.24,989,2.1,N/A
2018,1,2,15,15,12.100000000000001,0,0,0,10.600000000000001,0,0,0,90.46000000000001,92.94,0.26,989,2.1,N/A
2018,1,2,15,30,12,0,0,0,10.600000000000001,0,0,0,91.06,95.59,0.27,989,2.2,N/A
2018,1,2,15,45,11.9,0,0,0,10.5,0,0,0,90.95,98.29,0.29,989,2.2,N/A
2018,1,2,16,0,11.8,0,0,0,10.5,0,0,0,91.55,101.04,0.3,989,2.3000000000000003,N/A
2018,1,2,16,15,11.700000000000001,0,0,0,10.5,0,0,0,92.15,103.82000000000001,0.31,989,2.3000000000000003,N/A
2018,1,2,16,30,11.700000000000001,0,0,0,10.5,0,0,0,92.15,106.64,0.33,989,2.4000000000000004,N/A
2018,1,2,16,45,11.600000000000001,0,0,0,10.200000000000001,0,0,0,91.23,109.48,0.34,989,2.4000000000000004,N/A
2018,1,2,17,0,11.5,0,0,0,10.200000000000001,0,0,0,91.84,112.36,0.35000000000000003,989,2.4000000000000004,N/A
2018,1,2,17,15,11.4,0,0,0,10.200000000000001,0,0,0,92.45,115.25,0.37,989,2.5,N/A
2018,1,2,17,30,11.200000000000001,0,0,0,10.200000000000001,0,0,0,93.67,118.17,0.38,989,2.5,N/A
2018,1,2,17,45,11.100000000000001,0,0,0,9.700000000000001,0,0,0,91.12,121.09,0.39,989,2.6,N/A
2018,1,2,18,0,11,0,0,0,9.700000000000001,0,0,0,91.72,124.03,0.41000000000000003,989,2.6,N/A
2018,1,2,18,15,10.9,0,0,0,9.700000000000001,0,0,0,92.33,126.98,0.42,989,2.6,N/A
2018,1,2,18,30,10.8,0,0,0,9.700000000000001,0,0,0,92.94,129.93,0.43,989,2.7,N/A
2018,1,2,18,45,10.700000000000001,0,0,0,9.1,0,0,0,89.93,132.88,0.44,989,2.7,N/A
2018,1,2,19,0,10.600000000000001,0,0,0,9.1,0,0,0,90.53,135.83,0.46,989,2.7,N/A
2018,1,2,19,15,10.600000000000001,0,0,0,9.1,0,0,0,90.53,138.76,0.47000000000000003,989,2.8000000000000003,N/A
2018,1,2,19,30,10.600000000000001,0,0,0,9.1,0,0,0,90.53,141.66,0.48,989,2.8000000000000003,N/A
2018,1,2,19,45,10.5,0,0,0,8.700000000000001,0,0,0,88.67,144.54,0.49,989,2.8000000000000003,N/A
2018,1,2,20,0,10.5,0,0,0,8.700000000000001,0,0,0,88.67,147.38,0.51,989,2.9000000000000004,N/A
2018,1,2,20,15,10.600000000000001,0,0,0,8.700000000000001,0,0,0,88.08,150.15,0.52,989,2.9000000000000004,N/A
2018,1,2,20,30,10.8,0,0,0,8.700000000000001,0,0,0,86.92,152.85,0.53,989,2.9000000000000004,N/A
2018,1,2,20,45,10.9,0,0,0,9,0,0,0,87.85000000000001,155.43,0.54,988,2.9000000000000004,N/A
2018,1,2,21,0,11,0,0,0,9,0,0,0,87.27,157.85,0.55,988,3,N/A
2018,1,2,21,15,11.100000000000001,0,0,0,9,0,0,0,86.69,160.06,0.56,988,3,N/A
2018,1,2,21,30,11.100000000000001,0,0,0,9,0,0,0,86.69,161.97,0.56,988,3,N/A
2018,1,2,21,45,11.200000000000001,0,0,0,9.3,0,0,0,87.93,163.47,0.5700000000000001,988,3,N/A
2018,1,2,22,0,11.200000000000001,0,0,0,9.3,0,0,0,87.93,164.45000000000002,0.58,988,3,N/A
2018,1,2,22,15,11.200000000000001,0,0,0,9.3,0,0,0,87.93,164.8,0.58,988,3.1,N/A
2018,1,2,22,30,11.200000000000001,0,0,0,9.3,0,0,0,87.93,164.48,0.58,988,3.1,N/A
2018,1,2,22,45,11.200000000000001,0,0,0,9.4,0,0,0,88.72,163.53,0.58,988,3.1,N/A
2018,1,2,23,0,11.200000000000001,0,0,0,9.4,0,0,0,88.72,162.04,0.58,988,3.2,N/A
2018,1,2,23,15,11.200000000000001,0,0,0,9.4,0,0,0,88.72,160.15,0.58,988,3.2,N/A
2018,1,2,23,30,11.200000000000001,0,0,0,9.4,0,0,0,88.72,157.95000000000002,0.5700000000000001,988,3.2,N/A
2018,1,2,23,45,11.200000000000001,0,0,0,9.4,0,0,0,88.72,155.53,0.5700000000000001,988,3.2,N/A
2018,1,3,0,0,10.9,0,0,0,9.200000000000001,0,0,0,89.46000000000001,152.96,0.56,988,3.2,N/A
2018,1,3,0,15,10.9,0,0,0,9.200000000000001,0,0,0,89.37,150.27,0.55,987,3.3000000000000003,N/A
2018,1,3,0,30,10.9,0,0,0,9.200000000000001,0,0,0,89.37,147.5,0.54,987,3.3000000000000003,N/A
2018,1,3,0,45,10.9,0,0,0,9.3,0,0,0,89.67,144.66,0.53,987,3.3000000000000003,N/A
2018,1,3,1,0,10.9,0,0,0,9.3,0,0,0,89.67,141.79,0.52,987,3.3000000000000003,N/A
2018,1,3,1,15,10.9,0,0,0,9.3,0,0,0,89.67,138.88,0.51,987,3.4000000000000004,N/A
2018,1,3,1,30,10.9,0,0,0,9.3,0,0,0,89.67,135.95,0.5,987,3.4000000000000004,N/A
2018,1,3,1,45,10.8,0,0,0,9.5,0,0,0,91.59,133.01,0.49,987,3.5,N/A
2018,1,3,2,0,10.8,0,0,0,9.5,0,0,0,91.59,130.06,0.48,987,3.5,N/A
2018,1,3,2,15,10.9,0,0,0,9.5,0,0,0,90.99,127.10000000000001,0.46,987,3.7,N/A
2018,1,3,2,30,10.9,0,0,0,9.5,0,0,0,90.89,124.15,0.45,986,3.9000000000000004,N/A
2018,1,3,2,45,11,0,0,0,9.8,0,0,0,92.10000000000001,121.21000000000001,0.44,986,4.1000000000000005,N/A
2018,1,3,3,0,11,0,0,0,9.8,0,0,0,92.10000000000001,118.28,0.43,986,4.3,N/A
2018,1,3,3,15,11.100000000000001,0,0,0,9.8,0,0,0,91.5,115.37,0.41000000000000003,986,4.4,N/A
2018,1,3,3,30,11.200000000000001,0,0,0,9.8,0,0,0,90.89,112.47,0.4,986,4.6000000000000005,N/A
2018,1,3,3,45,11.3,0,0,0,10,0,0,0,91.55,109.59,0.39,986,4.7,N/A
2018,1,3,4,0,11.4,0,0,0,10,0,0,0,90.95,106.74000000000001,0.37,986,4.9,N/A
2018,1,3,4,15,11.4,0,0,0,10,0,0,0,90.95,103.92,0.36,986,4.9,N/A
2018,1,3,4,30,11.5,0,0,0,10,0,0,0,90.44,101.14,0.35000000000000003,987,4.9,N/A
2018,1,3,4,45,11.5,0,0,0,10.100000000000001,0,0,0,91.06,98.39,0.33,987,4.800000000000001,N/A
2018,1,3,5,0,11.600000000000001,0,0,0,10.100000000000001,0,0,0,90.46000000000001,95.68,0.32,987,4.800000000000001,N/A
2018,1,3,5,15,11.700000000000001,0,0,0,10.100000000000001,0,0,0,89.87,93.02,0.31,987,4.800000000000001,N/A
2018,1,3,5,30,11.8,0,0,0,10.100000000000001,0,0,0,89.28,89.88,0.29,987,4.7,N/A
2018,1,3,5,45,11.8,11,2,11,10.100000000000001,11,2,11,89.35000000000001,87.60000000000001,0.28,987,4.6000000000000005,N/A
2018,1,3,6,0,11.9,33,20,35,10.100000000000001,33,20,35,88.76,85.21000000000001,0.27,987,4.5,N/A
2018,1,3,6,15,12,58,58,65,10.100000000000001,6,0,6,88.18,82.85000000000001,0.25,987,4.5,N/A
2018,1,3,6,30,12,81,105,98,10.100000000000001,7,0,7,88.18,80.53,0.24,987,4.4,N/A
2018,1,3,6,45,12.100000000000001,100,172,135,9.9,9,0,9,86.65,78.3,0.23,987,4.3,N/A
2018,1,3,7,0,12.200000000000001,117,221,170,9.9,10,0,10,86.09,76.15,0.21,987,4.2,N/A
2018,1,3,7,15,12.200000000000001,132,266,205,10,11,0,11,86.17,74.10000000000001,0.2,988,4.2,N/A
2018,1,3,7,30,12.3,145,306,239,10,13,0,13,85.61,72.15,0.19,988,4.2,N/A
2018,1,3,7,45,12.4,134,435,281,9.600000000000001,22,0,22,83.18,70.33,0.17,988,4.2,N/A
2018,1,3,8,0,12.4,141,465,311,9.600000000000001,39,0,39,83.18,68.64,0.16,988,4.2,N/A
2018,1,3,8,15,12.5,148,492,339,9.600000000000001,16,0,16,82.64,67.08,0.15,988,4.3,N/A
2018,1,3,8,30,12.600000000000001,153,514,364,9.600000000000001,18,0,18,82.10000000000001,65.68,0.13,988,4.3,N/A
2018,1,3,8,45,12.600000000000001,130,622,399,9,19,0,19,78.8,64.43,0.12,988,4.4,N/A
2018,1,3,9,0,12.700000000000001,133,637,418,9,21,0,21,78.29,63.36,0.11,988,4.4,N/A
2018,1,3,9,15,12.700000000000001,135,648,434,9,22,0,22,78.29,62.47,0.1,988,4.3,N/A
2018,1,3,9,30,12.700000000000001,137,656,447,9,34,0,34,78.21000000000001,61.76,0.09,987,4.2,N/A
2018,1,3,9,45,12.700000000000001,127,696,461,8.700000000000001,23,0,23,76.41,61.25,0.08,987,4.1000000000000005,N/A
2018,1,3,10,0,12.700000000000001,127,699,467,8.700000000000001,23,0,23,76.41,60.94,0.07,987,4,N/A
2018,1,3,10,15,12.700000000000001,128,700,469,8.700000000000001,177,13,183,76.41,60.82,0.06,987,3.8000000000000003,N/A
