Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,
2017,1,1,16,0,2.6,0,0,0,-2.6,0,0,0,68.67,101.14,0.12,1001,1.7000000000000002,N/A
2017,1,1,16,15,2.5,0,0,0,-2.6,0,0,0,69.15,103.93,0.12,1001,1.7000000000000002,N/A
2017,1,1,16,30,2.5,0,0,0,-2.6,0,0,0,69.15,106.74000000000001,0.12,1001,1.7000000000000002,N/A
2017,1,1,16,45,2.4000000000000004,0,0,0,-2.6,0,0,0,69.43,109.59,0.12,1001,1.7000000000000002,N/A
2017,1,1,17,0,2.3000000000000003,0,0,0,-2.6,0,0,0,69.92,112.46000000000001,0.12,1001,1.6,N/A
2017,1,1,17,15,2.2,0,0,0,-2.6,0,0,0,70.42,115.36,0.12,1001,1.6,N/A
2017,1,1,17,30,2.2,0,0,0,-2.6,0,0,0,70.49,118.27,0.12,1002,1.6,N/A
2017,1,1,17,45,2.1,0,0,0,-2.6,0,0,0,70.83,121.2,0.12,1002,1.6,N/A
2017,1,1,18,0,2,0,0,0,-2.6,0,0,0,71.33,124.14,0.12,1002,1.6,N/A
2017,1,1,18,15,2,0,0,0,-2.6,0,0,0,71.33,127.09,0.12,1002,1.5,N/A
2017,1,1,18,30,1.9000000000000001,0,0,0,-2.6,0,0,0,71.84,130.04,0.12,1002,1.5,N/A
2017,1,1,18,45,1.8,0,0,0,-2.6,0,0,0,72.53,132.99,0.12,1002,1.5,N/A
2017,1,1,19,0,1.8,0,0,0,-2.6,0,0,0,72.53,135.93,0.12,1002,1.5,N/A
2017,1,1,19,15,1.7000000000000002,0,0,0,-2.6,0,0,0,73.05,138.86,0.12,1002,1.5,N/A
2017,1,1,19,30,1.7000000000000002,0,0,0,-2.6,0,0,0,73.05,141.77,0.12,1002,1.5,N/A
2017,1,1,19,45,1.6,0,0,0,-2.5,0,0,0,74.3,144.65,0.12,1002,1.5,N/A
2017,1,1,20,0,1.5,0,0,0,-2.5,0,0,0,74.84,147.48,0.12,1002,1.5,N/A
2017,1,1,20,15,1.5,0,0,0,-2.5,0,0,0,74.84,150.26,0.12,1002,1.5,N/A
2017,1,1,20,30,1.4000000000000001,0,0,0,-2.5,0,0,0,75.37,152.95000000000002,0.12,1002,1.5,N/A
2017,1,1,20,45,1.3,0,0,0,-2.3000000000000003,0,0,0,76.86,155.53,0.12,1002,1.5,N/A
2017,1,1,21,0,1.2000000000000002,0,0,0,-2.3000000000000003,0,0,0,77.42,157.96,0.12,1002,1.5,N/A
2017,1,1,21,15,1.2000000000000002,0,0,0,-2.3000000000000003,0,0,0,77.42,160.16,0.12,1002,1.5,N/A
2017,1,1,21,30,1.1,0,0,0,-2.3000000000000003,0,0,0,77.97,162.07,0.12,1002,1.5,N/A
2017,1,1,21,45,1,0,0,0,-2.2,0,0,0,79.35000000000001,163.57,0.12,1001,1.5,N/A
2017,1,1,22,0,1,0,0,0,-2.2,0,0,0,79.35000000000001,164.53,0.12,1001,1.5,N/A
2017,1,1,22,15,0.9,0,0,0,-2.2,0,0,0,79.92,164.87,0.12,1001,1.5,N/A
2017,1,1,22,30,0.8,0,0,0,-2.2,0,0,0,80.5,164.53,0.12,1001,1.5,N/A
2017,1,1,22,45,0.8,0,0,0,-2,0,0,0,81.27,163.56,0.12,1001,1.5,N/A
2017,1,1,23,0,0.7000000000000001,0,0,0,-2,0,0,0,81.86,162.06,0.12,1001,1.5,N/A
2017,1,1,23,15,0.7000000000000001,0,0,0,-2,0,0,0,81.86,160.16,0.12,1001,1.5,N/A
2017,1,1,23,30,0.7000000000000001,0,0,0,-2,0,0,0,81.86,157.95000000000002,0.12,1001,1.5,N/A
2017,1,1,23,45,0.7000000000000001,0,0,0,-2,0,0,0,81.86,155.52,0.12,1001,1.5,N/A
2017,1,2,0,0,0.5,0,0,0,-2,0,0,0,83.61,152.94,0.13,1001,1.5,N/A
2017,1,2,0,15,0.5,0,0,0,-2,0,0,0,83.61,150.25,0.13,1001,1.6,N/A
2017,1,2,0,30,0.4,0,0,0,-2,0,0,0,84.22,147.47,0.13,1001,1.6,N/A
2017,1,2,0,45,0.4,0,0,0,-1.9000000000000001,0,0,0,84.61,144.64000000000001,0.13,1001,1.6,N/A
2017,1,2,1,0,0.30000000000000004,0,0,0,-1.9000000000000001,0,0,0,85.22,141.76,0.13,1001,1.6,N/A
2017,1,2,1,15,0.30000000000000004,0,0,0,-1.9000000000000001,0,0,0,85.22,138.85,0.13,1001,1.6,N/A
2017,1,2,1,30,0.2,0,0,0,-1.9000000000000001,0,0,0,85.84,135.92000000000002,0.13,1001,1.6,N/A
2017,1,2,1,45,0.2,0,0,0,-1.9000000000000001,0,0,0,85.83,132.97,0.13,1001,1.6,N/A
2017,1,2,2,0,0.1,0,0,0,-1.9000000000000001,0,0,0,86.37,130.02,0.13,1000,1.6,N/A
2017,1,2,2,15,0.1,0,0,0,-1.9000000000000001,0,0,0,86.46000000000001,127.07000000000001,0.13,1001,1.6,N/A
2017,1,2,2,30,0,0,0,0,-1.9000000000000001,0,0,0,87.08,124.12,0.13,1001,1.6,N/A
2017,1,2,2,45,0,0,0,0,-1.9000000000000001,0,0,0,86.89,121.18,0.13,1001,1.6,N/A
2017,1,2,3,0,-0.1,0,0,0,-1.9000000000000001,0,0,0,87.52,118.25,0.13,1001,1.6,N/A
2017,1,2,3,15,-0.1,0,0,0,-1.9000000000000001,0,0,0,87.52,115.34,0.13,1001,1.6,N/A
2017,1,2,3,30,-0.1,0,0,0,-1.9000000000000001,0,0,0,87.52,112.44,0.13,1001,1.6,N/A
2017,1,2,3,45,-0.2,0,0,0,-2,0,0,0,87.82000000000001,109.57000000000001,0.13,1001,1.6,N/A
2017,1,2,4,0,-0.2,0,0,0,-2,0,0,0,87.82000000000001,106.72,0.13,1001,1.6,N/A
2017,1,2,4,15,-0.2,0,0,0,-2,0,0,0,87.82000000000001,103.9,0.13,1001,1.6,N/A
2017,1,2,4,30,-0.1,0,0,0,-2,0,0,0,87.18,101.11,0.13,1001,1.7000000000000002,N/A
2017,1,2,4,45,-0.1,0,0,0,-2.1,0,0,0,86.66,98.37,0.13,1001,1.7000000000000002,N/A
2017,1,2,5,0,-0.1,0,0,0,-2.1,0,0,0,86.66,95.66,0.13,1001,1.7000000000000002,N/A
2017,1,2,5,15,0.2,0,0,0,-2.1,0,0,0,84.79,93.01,0.13,1001,1.8,N/A
2017,1,2,5,30,0.6000000000000001,0,0,0,-2.1,0,0,0,82.38,89.84,0.13,1001,1.8,N/A
2017,1,2,5,45,1,17,255,28,-1.6,9,0,9,82.79,87.58,0.13,1002,1.9000000000000001,N/A
2017,1,2,6,0,1.3,27,396,60,-1.6,21,0,21,81.03,85.2,0.13,1002,1.9000000000000001,N/A
2017,1,2,6,15,1.8,35,503,98,-1.6,36,0,36,78.18,82.84,0.13,1002,2,N/A
2017,1,2,6,30,2.2,42,584,138,-1.6,42,584,138,75.98,80.53,0.13,1002,2,N/A
2017,1,2,6,45,2.6,48,651,180,-1.5,48,651,180,74.63,78.3,0.13,1002,2,N/A
2017,1,2,7,0,3.1,52,702,221,-1.5,52,702,221,72.04,76.15,0.13,1002,2,N/A
2017,1,2,7,15,3.6,56,743,260,-1.5,103,23,109,69.54,74.11,0.13,1002,1.9000000000000001,N/A
2017,1,2,7,30,4.1000000000000005,60,776,298,-1.5,60,776,298,67.15,72.17,0.13,1002,1.8,N/A
2017,1,2,7,45,4.6000000000000005,63,806,334,-1.5,63,806,334,64.77,70.35000000000001,0.13,1002,1.7000000000000002,N/A
2017,1,2,8,0,5.1000000000000005,65,829,367,-1.5,65,829,367,62.550000000000004,68.66,0.13,1002,1.6,N/A
2017,1,2,8,15,5.5,68,848,397,-1.5,68,848,397,60.84,67.11,0.13,1002,1.6,N/A
2017,1,2,8,30,5.9,70,863,425,-1.5,70,863,425,59.18,65.71000000000001,0.13,1002,1.5,N/A
2017,1,2,8,45,6.300000000000001,81,841,443,-1.9000000000000001,81,841,443,55.86,64.47,0.13,1002,1.4000000000000001,N/A
2017,1,2,9,0,6.800000000000001,83,852,464,-1.9000000000000001,83,852,464,53.97,63.410000000000004,0.13,1002,1.3,N/A
2017,1,2,9,15,7,84,861,481,-1.9000000000000001,84,861,481,53.19,62.52,0.13,1001,1.3,N/A
2017,1,2,9,30,7.2,85,868,495,-1.9000000000000001,85,868,495,52.46,61.82,0.13,1001,1.3,N/A
2017,1,2,9,45,7.5,83,880,505,-2.2,83,880,505,50.11,61.31,0.13,1001,1.3,N/A
2017,1,2,10,0,7.7,83,882,511,-2.2,83,882,511,49.43,61,0.13,1001,1.3,N/A
2017,1,2,10,15,7.800000000000001,84,883,513,-2.2,84,883,513,49.1,60.9,0.13,1001,1.3,N/A
2017,1,2,10,30,7.9,84,883,512,-2.2,84,883,512,48.76,60.99,0.13,1001,1.3,N/A
2017,1,2,10,45,8,82,885,507,-2.5,82,885,507,47.65,61.29,0.13,1000,1.3,N/A
2017,1,2,11,0,8.200000000000001,81,881,497,-2.5,81,881,497,47.01,61.79,0.13,1000,1.3,N/A
2017,1,2,11,15,8.200000000000001,80,874,484,-2.5,80,874,484,47.01,62.49,0.13,1000,1.3,N/A
2017,1,2,11,30,8.200000000000001,79,866,467,-2.5,79,866,467,47.01,63.370000000000005,0.13,1000,1.3,N/A
2017,1,2,11,45,8.200000000000001,83,838,444,-2.5,83,838,444,46.84,64.43,0.13,1000,1.3,N/A
2017,1,2,12,0,8.200000000000001,81,824,420,-2.5,81,824,420,46.84,65.66,0.13,1000,1.3,N/A
2017,1,2,12,15,8,79,807,393,-2.5,79,807,393,47.480000000000004,67.05,0.13,1000,1.2000000000000002,N/A
2017,1,2,12,30,7.9,76,787,363,-2.5,76,787,363,47.800000000000004,68.60000000000001,0.13,1000,1.1,N/A
2017,1,2,12,45,7.7,72,768,331,-1.7000000000000002,72,768,331,51.59,70.28,0.13,1000,1,N/A
2017,1,2,13,0,7.5,69,738,296,-1.7000000000000002,69,738,296,52.300000000000004,72.09,0.13,1000,0.9,N/A
2017,1,2,13,15,7.2,65,702,258,-1.7000000000000002,65,702,258,53.38,74.03,0.13,1000,0.8,N/A
2017,1,2,13,30,6.800000000000001,60,658,219,-1.7000000000000002,60,658,219,54.86,76.07000000000001,0.13,1000,0.8,N/A
2017,1,2,13,45,6.5,54,610,179,-2.4000000000000004,54,610,179,52.89,78.21000000000001,0.13,1000,0.8,N/A
2017,1,2,14,0,6.1000000000000005,48,542,138,-2.4000000000000004,48,542,138,54.36,80.44,0.13,1000,0.7000000000000001,N/A
2017,1,2,14,15,6,40,455,98,-2.4000000000000004,40,455,98,54.74,82.74,0.13,1000,0.7000000000000001,N/A
2017,1,2,14,30,5.9,31,342,60,-2.4000000000000004,31,342,60,55.120000000000005,85.11,0.13,1000,0.6000000000000001,N/A
2017,1,2,14,45,5.7,19,199,28,-3.1,19,199,28,52.99,87.49,0.13,1000,0.6000000000000001,N/A
2017,1,2,15,0,5.6000000000000005,0,0,0,-3.1,0,0,0,53.36,89.77,0.13,1000,0.5,N/A
2017,1,2,15,15,5.5,0,0,0,-3.1,0,0,0,53.730000000000004,92.9,0.13,1000,0.5,N/A
2017,1,2,15,30,5.4,0,0,0,-3.1,0,0,0,54.1,95.56,0.13,1000,0.5,N/A
2017,1,2,15,45,5.300000000000001,0,0,0,-3.1,0,0,0,54.81,98.26,0.13,1000,0.5,N/A
2017,1,2,16,0,5.2,0,0,0,-3.1,0,0,0,55.2,101,0.13,1000,0.4,N/A
2017,1,2,16,15,5,0,0,0,-3.1,0,0,0,55.97,103.79,0.13,1000,0.5,N/A
2017,1,2,16,30,4.9,0,0,0,-3.1,0,0,0,56.36,106.60000000000001,0.13,1000,0.6000000000000001,N/A
2017,1,2,16,45,4.7,0,0,0,-2.8000000000000003,0,0,0,58.43,109.45,0.13,1001,0.7000000000000001,N/A
2017,1,2,17,0,4.5,0,0,0,-2.8000000000000003,0,0,0,59.25,112.32000000000001,0.13,1001,0.8,N/A
2017,1,2,17,15,4.4,0,0,0,-2.8000000000000003,0,0,0,59.660000000000004,115.22,0.13,1001,0.9,N/A
2017,1,2,17,30,4.2,0,0,0,-2.8000000000000003,0,0,0,60.5,118.13,0.13,1001,1,N/A
2017,1,2,17,45,4,0,0,0,-2.3000000000000003,0,0,0,63.64,121.06,0.13,1001,1.1,N/A
2017,1,2,18,0,3.8000000000000003,0,0,0,-2.3000000000000003,0,0,0,64.54,124,0.13,1001,1.2000000000000002,N/A
2017,1,2,18,15,3.6,0,0,0,-2.3000000000000003,0,0,0,65.45,126.95,0.13,1001,1.3,N/A
2017,1,2,18,30,3.4000000000000004,0,0,0,-2.3000000000000003,0,0,0,66.38,129.9,0.13,1001,1.3,N/A
2017,1,2,18,45,3.2,0,0,0,-1.7000000000000002,0,0,0,70.24,132.85,0.13,1001,1.4000000000000001,N/A
2017,1,2,19,0,3,0,0,0,-1.7000000000000002,0,0,0,71.24,135.79,0.13,1001,1.5,N/A
2017,1,2,19,15,2.9000000000000004,0,0,0,-1.7000000000000002,0,0,0,71.74,138.72,0.13,1001,1.6,N/A
2017,1,2,19,30,2.7,0,0,0,-1.7000000000000002,0,0,0,72.77,141.63,0.13,1001,1.6,N/A
2017,1,2,19,45,2.5,0,0,0,-1.2000000000000002,0,0,0,76.34,144.51,0.13,1001,1.6,N/A
2017,1,2,20,0,2.3000000000000003,0,0,0,-1.2000000000000002,0,0,0,77.43,147.34,0.13,1001,1.7000000000000002,N/A
2017,1,2,20,15,2.3000000000000003,0,0,0,-1.2000000000000002,0,0,0,77.43,150.12,0.13,1001,1.7000000000000002,N/A
2017,1,2,20,30,2.2,0,0,0,-1.2000000000000002,0,0,0,77.99,152.81,0.13,1001,1.7000000000000002,N/A
2017,1,2,20,45,2.1,0,0,0,-0.9,0,0,0,80.51,155.39000000000001,0.13,1001,1.8,N/A
2017,1,2,21,0,2,0,0,0,-0.9,0,0,0,81.08,157.82,0.13,1001,1.8,N/A
2017,1,2,21,15,1.9000000000000001,0,0,0,-0.9,0,0,0,81.66,160.02,0.13,1001,1.8,N/A
2017,1,2,21,30,1.9000000000000001,0,0,0,-0.9,0,0,0,81.66,161.93,0.13,1001,1.9000000000000001,N/A
2017,1,2,21,45,1.8,0,0,0,-0.7000000000000001,0,0,0,83.55,163.44,0.13,1001,1.9000000000000001,N/A
2017,1,2,22,0,1.8,0,0,0,-0.7000000000000001,0,0,0,83.55,164.42000000000002,0.13,1001,1.9000000000000001,N/A
2017,1,2,22,15,1.7000000000000002,0,0,0,-0.7000000000000001,0,0,0,84.15,164.78,0.13,1001,2,N/A
2017,1,2,22,30,1.7000000000000002,0,0,0,-0.7000000000000001,0,0,0,84.15,164.46,0.13,1001,2,N/A
2017,1,2,22,45,1.7000000000000002,0,0,0,-0.6000000000000001,0,0,0,84.86,163.51,0.13,1001,2,N/A
2017,1,2,23,0,1.7000000000000002,0,0,0,-0.6000000000000001,0,0,0,84.86,162.04,0.13,1001,2.1,N/A
2017,1,2,23,15,1.7000000000000002,0,0,0,-0.6000000000000001,0,0,0,84.86,160.15,0.13,1001,2.1,N/A
2017,1,2,23,30,1.7000000000000002,0,0,0,-0.6000000000000001,0,0,0,84.86,157.95000000000002,0.13,1001,2.1,N/A
2017,1,2,23,45,1.7000000000000002,0,0,0,-0.6000000000000001,0,0,0,84.86,155.54,0.13,1001,2.1,N/A
2017,1,3,0,0,1.8,0,0,0,-0.5,0,0,0,84.8,152.96,0.13,1001,2.2,N/A
2017,1,3,0,15,1.8,0,0,0,-0.5,0,0,0,84.72,150.28,0.13,1000,2.2,N/A
2017,1,3,0,30,1.8,0,0,0,-0.5,0,0,0,84.72,147.51,0.13,1000,2.2,N/A
2017,1,3,0,45,1.8,0,0,0,-0.4,0,0,0,85.3,144.67000000000002,0.13,1000,2.2,N/A
2017,1,3,1,0,1.9000000000000001,0,0,0,-0.4,0,0,0,84.69,141.8,0.13,1000,2.3000000000000003,N/A
2017,1,3,1,15,1.9000000000000001,0,0,0,-0.4,0,0,0,84.69,138.89000000000001,0.13,1000,2.3000000000000003,N/A
2017,1,3,1,30,2,0,0,0,-0.4,0,0,0,84.09,135.96,0.13,1000,2.3000000000000003,N/A
2017,1,3,1,45,2,0,0,0,-0.30000000000000004,0,0,0,85.02,133.02,0.13,1000,2.3000000000000003,N/A
2017,1,3,2,0,2,0,0,0,-0.30000000000000004,0,0,0,85.02,130.07,0.13,1000,2.3000000000000003,N/A
2017,1,3,2,15,2.1,0,0,0,-0.30000000000000004,0,0,0,84.41,127.11,0.13,1000,2.3000000000000003,N/A
2017,1,3,2,30,2.1,0,0,0,-0.30000000000000004,0,0,0,84.41,124.16,0.13,1000,2.3000000000000003,N/A
2017,1,3,2,45,2.1,0,0,0,-0.1,0,0,0,85.23,121.22,0.13,1000,2.4000000000000004,N/A
2017,1,3,3,0,2.1,0,0,0,-0.1,0,0,0,85.23,118.29,0.13,1000,2.4000000000000004,N/A
2017,1,3,3,15,2.1,0,0,0,-0.1,0,0,0,85.23,115.37,0.13,1000,2.4000000000000004,N/A
2017,1,3,3,30,2.1,0,0,0,-0.1,0,0,0,85.23,112.48,0.13,1000,2.4000000000000004,N/A
2017,1,3,3,45,2.1,0,0,0,0,0,0,0,85.69,109.60000000000001,0.13,1000,2.4000000000000004,N/A
2017,1,3,4,0,2.1,0,0,0,0,0,0,0,85.69,106.75,0.13,1000,2.4000000000000004,N/A
2017,1,3,4,15,2.1,0,0,0,0,0,0,0,85.69,103.93,0.13,1000,2.5,N/A
2017,1,3,4,30,2.2,0,0,0,0,0,0,0,85.08,101.14,0.13,1000,2.5,N/A
2017,1,3,4,45,2.2,0,0,0,0.1,0,0,0,86.06,98.39,0.13,1000,2.5,N/A
2017,1,3,5,0,2.3000000000000003,0,0,0,0.1,0,0,0,85.45,95.69,0.13,1000,2.5,N/A
2017,1,3,5,15,2.8000000000000003,0,0,0,0.1,0,0,0,82.47,93.03,0.13,1000,2.7,N/A
2017,1,3,5,30,3.3000000000000003,0,0,0,0.1,0,0,0,79.61,89.86,0.13,1000,2.8000000000000003,N/A
2017,1,3,5,45,3.8000000000000003,19,155,25,0.7000000000000001,9,0,9,80.07000000000001,87.59,0.13,1000,3,N/A
2017,1,3,6,0,4.3,31,285,55,0.7000000000000001,20,0,20,77.31,85.21000000000001,0.13,1000,3.1,N/A
2017,1,3,6,15,4.800000000000001,42,391,91,0.7000000000000001,33,0,33,74.74,82.84,0.13,1001,3.2,N/A
2017,1,3,6,30,5.2,51,475,129,0.7000000000000001,48,0,48,72.69,80.53,0.13,1001,3.4000000000000004,N/A
2017,1,3,6,45,5.7,58,545,169,1.2000000000000002,65,0,65,72.65,78.29,0.13,1001,3.5,N/A
2017,1,3,7,0,6.1000000000000005,64,600,208,1.2000000000000002,83,0,83,70.67,76.14,0.13,1001,3.6,N/A
2017,1,3,7,15,6.6000000000000005,69,644,246,1.2000000000000002,99,8,101,68.28,74.09,0.13,1001,3.6,N/A
2017,1,3,7,30,7.1000000000000005,74,681,283,1.2000000000000002,74,681,283,65.98,72.15,0.13,1001,3.6,N/A
2017,1,3,7,45,7.6000000000000005,77,716,318,2.4000000000000004,77,716,318,69.81,70.32000000000001,0.13,1001,3.5,N/A
2017,1,3,8,0,8.1,80,741,350,2.4000000000000004,80,741,350,67.48,68.63,0.13,1001,3.5,N/A
2017,1,3,8,15,8.5,84,762,380,2.4000000000000004,84,762,380,65.68,67.07000000000001,0.13,1001,3.5,N/A
